Date,Open,High,Low,Close,Volume
2017-12-29,316.18,316.41,310.0,311.35,3727621.0
2017-12-28,311.75,315.82,309.54,315.36,4294689.0
2017-12-27,316.0,317.68,310.75,311.64,4645441.0
2017-12-26,323.83,323.94,316.58,317.29,4321909.0
2017-12-22,329.51,330.9214,324.82,325.2,4186131.0
2017-12-21,329.59,333.74,327.21,331.66,4344701.0
2017-12-20,332.69,333.1,325.04,328.98,5937684.0
2017-12-19,340.26,341.4925,330.3,331.1,6792009.0
2017-12-18,344.9,346.73,337.58,338.87,5441450.0
2017-12-15,342.04,343.9,335.76,343.45,6832071.0
2017-12-14,341.01,347.44,336.9,337.89,5744750.0
2017-12-13,340.93,344.22,336.5,339.03,6189204.0
2017-12-12,330.45,341.44,330.03,341.03,8648534.0
2017-12-11,314.63,329.01,313.75,328.91,7867288.0
2017-12-08,314.6,316.98,311.26,315.13,3442898.0
2017-12-07,312.0,318.6341,311.05,311.24,4705140.0
2017-12-06,300.1,313.39,300.0,313.26,7160938.0
2017-12-05,302.0,308.0,301.0,303.7,4628462.0
2017-12-04,306.5,308.265,300.61,305.2,5811205.0
2017-12-01,305.44,310.32,305.05,306.53,4256030.0
2017-11-30,308.56,310.7,304.54,308.85,4288221.0
2017-11-29,317.3,318.0,301.23,307.54,8732941.0
2017-11-28,316.36,320.0,313.92,317.55,4916555.0
2017-11-27,313.25,317.34,309.51,316.81,4524921.0
2017-11-24,313.79,316.41,311.0,315.55,3242220.0
2017-11-22,316.77,317.42,311.84,312.6,4890091.0
2017-11-21,310.86,318.23,308.71,317.81,7230570.0
2017-11-20,313.79,315.5,304.75,308.74,8220759.0
2017-11-17,325.67,326.67,313.15,315.05,13682753.0
2017-11-16,313.99,318.14,311.3,312.5,5757709.0
2017-11-15,306.01,312.49,301.5,311.3,5909055.0
2017-11-14,315.0,316.35,306.9,308.7,5641615.0
2017-11-13,300.13,316.8,299.11,315.4,7536669.0
2017-11-10,302.5,308.36,301.85,302.99,4600097.0
2017-11-09,302.5,304.46,296.3,302.99,5419497.0
2017-11-07,301.02,306.5,300.03,306.05,5209573.0
2017-11-06,307.0,307.5,299.01,302.78,6463227.0
2017-11-03,299.5,306.25,295.13,306.09,8835157.0
2017-11-02,300.13,308.69,292.63,299.26,19731322.0
2017-11-01,332.25,332.6089,320.26,321.08,7028856.0
2017-10-31,320.23,331.95,320.18,331.53,5532647.0
2017-10-30,319.18,323.78,317.25,320.08,4236029.0
2017-10-27,319.75,324.59,316.66,320.87,6942493.0
2017-10-26,327.78,330.23,323.2,326.17,4980316.0
2017-10-25,336.7,337.5,323.56,325.84,8547764.0
2017-10-24,338.8,342.8,336.16,337.34,4463807.0
2017-10-23,349.88,349.95,336.25,337.02,5715817.0
2017-10-20,352.69,354.55,344.34,345.1,4888221.0
2017-10-19,355.56,357.1465,348.2,351.81,5032884.0
2017-10-18,355.97,363.0,354.13,359.65,4898808.0
2017-10-17,350.91,356.22,350.07,355.75,3280670.0
2017-10-16,353.76,354.48,347.16,350.6,5353262.0
2017-10-13,356.98,358.49,353.68,355.57,3528413.0
2017-10-12,352.95,359.78,352.64,355.68,4047318.0
2017-10-11,353.89,357.6,351.15,354.6,4476769.0
2017-10-10,346.8,355.63,345.5305,355.59,6914972.0
2017-10-09,349.65,351.75,342.67,342.94,7406324.0
2017-10-06,353.1,360.0992,352.25,356.88,4171789.0
2017-10-05,356.0,357.435,351.35,355.33,4102286.0
2017-10-04,351.25,358.62,349.6,355.01,8120353.0
2017-10-03,335.9,348.55,331.28,348.14,9981885.0
2017-10-02,342.52,343.7,335.51,341.53,4901453.0
2017-09-29,341.86,344.68,338.601,341.1,5062297.0
2017-09-28,339.88,342.75,335.4,339.6,5279310.0
2017-09-27,349.9,351.4890000000001,340.5,340.97,6010631.0
2017-09-26,350.93,351.24,340.9,345.25,7126550.0
2017-09-25,353.15,357.469,342.88,344.99,7542161.0
2017-09-22,366.49,369.8999,350.88,351.09,8105653.0
2017-09-21,374.9,376.83,364.51,366.48,4605428.0
2017-09-20,373.0,378.249,371.07,373.91,4892872.0
2017-09-19,380.0,382.39,373.57,375.1,6256035.0
2017-09-18,380.25,389.61,377.68,385.0,7149295.0
2017-09-15,374.51,380.0,372.7,379.81,5338678.0
2017-09-14,364.33,377.96,362.63,377.64,7141663.0
2017-09-13,363.82,368.07,359.59,366.23,4161382.0
2017-09-12,364.49,368.76,360.4,362.75,5929289.0
2017-09-11,351.35,363.71,350.0,363.69,7610309.0
2017-09-08,348.99,349.78,342.3,343.4,3248803.0
2017-09-07,345.98,352.48,343.45,350.61,4219997.0
2017-09-06,349.5,350.9790000000001,341.56,344.53,4058983.0
2017-09-05,353.8,355.49,345.89,349.59,3813862.0
2017-09-01,356.12,357.59,353.6902,355.4,3028578.0
2017-08-31,353.55,358.44,352.82,355.9,4019065.0
2017-08-30,349.67,353.47,347.0,353.18,3390055.0
2017-08-29,339.48,349.05,338.75,347.36,4032825.0
2017-08-28,347.28,347.35,339.72,345.66,3718108.0
2017-08-25,354.24,355.69,347.3,348.05,3461744.0
2017-08-24,352.52,356.66,349.74,352.93,4540652.0
2017-08-23,338.99,353.49,338.3041,352.77,4914201.0
2017-08-22,341.13,342.24,337.3725,341.35,4288367.0
2017-08-21,345.82,345.82,331.85,337.86,6458812.0
2017-08-18,352.91,354.0,345.8,347.46,5335793.0
2017-08-17,361.21,363.3,351.59,351.92,4969222.0
2017-08-16,363.0,366.5,362.52,362.91,3328576.0
2017-08-15,365.2,365.49,359.37,362.33,3048074.0
2017-08-14,364.63,367.66,362.6,363.8,4461215.0
2017-08-11,356.97,361.26,353.62,357.715,4318835.0
2017-08-10,361.6,366.6504,354.66,355.13,7035192.0
2017-08-09,361.0,370.0,358.95,363.525,6847245.0
2017-08-08,357.53,368.58,357.4,365.22,7363033.0
2017-08-07,357.35,359.48,352.75,355.17,6265570.0
2017-08-04,347.0,357.27,343.3,356.91,9151520.0
2017-08-03,345.33,350.0,343.15,347.09,13448583.0
2017-08-02,318.94,327.12,311.22,325.89,9911432.0
2017-08-01,323.0,324.45,316.13,319.57,8247544.0
2017-07-31,335.5,341.49,321.04,323.47,8499335.0
2017-07-28,336.89,339.6,332.51,335.07,4841257.0
2017-07-27,346.0,347.5,326.29,334.46,8259202.0
2017-07-26,340.36,345.5,338.12,343.85,4750198.0
2017-07-25,345.0,345.6,334.15,339.6,6958889.0
2017-07-24,330.24,343.399,330.01,342.52,8552012.0
2017-07-21,329.46,331.2575,325.8,328.4,4826383.0
2017-07-20,326.9,330.22,324.2,329.92,5098707.0
2017-07-19,328.23,331.65,323.2193,325.26,6300735.0
2017-07-18,317.5,329.13,315.66,328.24,6326961.0
2017-07-17,325.54,327.1,313.45,319.57,9784200.0
2017-07-14,323.19,328.42,321.22,327.78,5590393.0
2017-07-13,330.11,331.6,319.97,323.41,8540442.0
2017-07-12,330.4,333.1,324.5,329.52,10297839.0
2017-07-11,316.0,327.28,314.3,327.22,11400054.0
2017-07-10,312.9,317.94,303.13,316.05,13702080.0
2017-07-07,313.5,317.0,307.38,313.22,14053750.0
2017-07-06,317.26,320.7899,306.3,308.89,19189195.0
2017-07-05,347.2,347.24,326.33,327.09,16883496.0
2017-07-03,370.24,371.35,351.5,352.62,6297330.0
2017-06-30,363.71,366.7674,359.6187,361.61,5759458.0
2017-06-29,370.61,371.0,354.1,360.75,8180408.0
2017-06-28,366.68,371.74,362.52,371.24,6245040.0
2017-06-27,376.4,376.4,362.02,362.37,6884529.0
2017-06-26,386.69,386.95,373.1,377.49,6575285.0
2017-06-23,382.45,386.99,379.345,383.45,6176578.0
2017-06-22,377.99,385.0,373.57,382.61,7485677.0
2017-06-21,374.35,376.99,368.02,376.4,4900356.0
2017-06-20,376.67,378.88,369.73,372.24,7396357.0
2017-06-19,375.0,376.7,367.8,369.8,6392331.0
2017-06-16,377.975,378.01,370.1,371.4,6259666.0
2017-06-15,372.5,375.46,366.49,375.34,10371559.0
2017-06-14,381.085,384.25,376.31,380.66,12731997.0
2017-06-13,367.62,376.0,366.61,375.95,11693404.0
2017-06-12,357.99,364.5,350.62,359.01,10476833.0
2017-06-09,374.42,376.87,354.8,357.32,17160231.0
2017-06-08,363.75,371.9,360.22,370.0,8975028.0
2017-06-07,356.34,360.5,355.14,359.65,9287888.0
2017-06-06,344.7,359.4929,339.97,352.85,10951473.0
2017-06-05,338.5,348.44,334.21,347.32,6737855.0
2017-06-02,339.77,342.88,335.93,339.85,5570256.0
2017-06-01,344.0,344.88,337.29,340.37,7580447.0
2017-05-31,337.69,342.89,335.16,341.01,9863176.0
2017-05-30,326.0,336.28,325.76,335.1,7663064.0
2017-05-26,317.28,325.49,316.31,325.14,7705715.0
2017-05-25,311.02,316.97,307.81,316.83,4819412.0
2017-05-24,306.51,311.0,305.4,310.22,5016931.0
2017-05-23,310.46,310.73,303.48,303.86,4304658.0
2017-05-22,312.8,314.37,306.8,310.35,4279615.0
2017-05-19,315.5,316.5,310.2,310.83,4639506.0
2017-05-18,307.0,313.94,305.31,313.06,5590416.0
2017-05-17,314.39,314.63,305.5,306.11,6675795.0
2017-05-16,317.59,320.06,315.14,317.01,4121619.0
2017-05-15,318.38,320.2,312.53,315.88,7568594.0
2017-05-12,325.48,327.0,321.53,324.81,4114166.0
2017-05-11,323.4,326.0,319.6,323.1,4693235.0
2017-05-10,321.56,325.5,318.12,325.22,5681214.0
2017-05-09,309.38,321.99,309.1,321.3592,9596356.0
2017-05-08,310.9,313.79,305.82,307.0,6981229.0
2017-05-05,298.0,308.55,296.8,308.35,8084153.0
2017-05-04,307.435,307.77,290.7601,295.46,14039582.0
2017-05-03,317.67,321.53,310.45,310.765,6278906.0
2017-05-02,324.0,327.6599,316.5601,318.89,5242868.0
2017-05-01,314.88,327.25,314.81,322.83,8480546.0
2017-04-28,309.83,314.8,308.0,314.0025,4447619.0
2017-04-27,311.69,313.09,307.5,308.605,3430245.0
2017-04-26,312.37,314.5,309.0,310.17,4184186.0
2017-04-25,308.0,313.98,305.86,313.79,6666406.0
2017-04-24,309.22,310.55,306.0215,308.03,5077561.0
2017-04-21,302.0,306.4,300.42,305.6,4509756.0
2017-04-20,306.51,309.15,300.23,302.51,6149352.0
2017-04-19,302.46,306.62,302.11,305.52,3898024.0
2017-04-18,299.7,300.8399,297.9,300.25,3035698.0
2017-04-17,302.7,304.0,298.68,301.44,4138736.0
2017-04-13,296.7,307.39,295.3,304.0,9284634.0
2017-04-12,306.34,308.4481,296.32,296.84,6050682.0
2017-04-11,313.38,313.47,305.5,308.71,5724577.0
2017-04-10,309.15,313.7299,308.71,312.39,7664458.0
2017-04-07,297.5,302.69,297.15,302.54,4562929.0
2017-04-06,296.88,301.94,294.1,298.7,5520588.0
2017-04-05,302.04,304.88,294.2,295.0,7880938.0
2017-04-04,296.89,304.81,294.53,303.7,10134556.0
2017-04-03,286.9,299.0,284.58,298.52,13888618.0
2017-03-31,278.73,279.68,276.3197,278.3,3294640.0
2017-03-30,278.04,282.0,277.21,277.92,4148426.0
2017-03-29,278.34,279.6,275.54,277.38,3676157.0
2017-03-28,277.02,280.68,275.0,277.45,7987604.0
2017-03-27,260.6,270.57,259.75,270.22,6230795.0
2017-03-24,255.7,263.89,255.01,263.16,5647253.0
2017-03-23,255.39,257.672,253.3,254.78,3320245.0
2017-03-22,251.56,255.07,250.51,255.01,4059297.0
2017-03-21,262.83,264.8,250.24,250.68,6908554.0
2017-03-20,260.6,264.55,258.821,261.92,3614294.0
2017-03-17,264.0,265.33,261.2,261.5,6497496.0
2017-03-16,262.4,265.75,259.06,262.05,7132153.0
2017-03-15,257.0,261.0,254.27,255.73,5330806.0
2017-03-14,246.11,258.12,246.02,258.0,7598446.0
2017-03-13,244.82,246.85,242.781,246.17,3022625.0
2017-03-10,246.21,246.5,243.0,243.69,3066272.0
2017-03-09,247.63,248.66,243.0,244.9,3879293.0
2017-03-08,247.0,250.07,245.32,246.87,3728649.0
2017-03-07,251.92,253.89,248.32,248.59,3459470.0
2017-03-06,247.91,251.7,247.51,251.21,3355500.0
2017-03-03,250.74,251.9,249.0,251.57,2929234.0
2017-03-02,249.71,253.28,248.27,250.48,3351833.0
2017-03-01,254.18,254.85,249.11,250.02,4809488.0
2017-02-28,244.19,251.0,243.9,249.99,6078145.0
2017-02-27,248.17,248.36,242.01,246.23,11460810.0
2017-02-24,252.66,258.25,250.2,257.0,8171626.0
2017-02-23,264.0,264.66,255.56,255.99,14915249.0
2017-02-22,280.31,283.45,272.6,273.51,8754975.0
2017-02-21,275.45,281.4,274.01,277.39,5676747.0
2017-02-17,265.8,272.89,264.15,272.23,6257149.0
2017-02-16,277.6,280.0,268.5,268.95,7077322.0
2017-02-15,280.0,282.24,276.44,279.76,4947856.0
2017-02-14,279.03,287.39,278.61,280.98,7345224.0
2017-02-13,270.74,280.7899,270.51,280.6,7029605.0
2017-02-10,269.79,270.95,266.11,269.23,3619739.0
2017-02-09,266.25,271.18,266.15,269.2,7820222.0
2017-02-08,257.35,263.36,256.2,262.08,3933014.0
2017-02-07,258.19,260.0,256.42,257.48,4244775.0
2017-02-06,251.0,257.82,250.63,257.77,3562517.0
2017-02-03,251.91,252.179,249.68,251.33,2186723.0
2017-02-02,248.34,252.42,247.71,251.55,2499775.0
2017-02-01,253.05,253.2,249.05,249.24,3958829.0
2017-01-31,249.24,255.89,247.7,251.93,4116104.0
2017-01-30,252.53,255.2899,247.1,250.63,3801074.0
2017-01-27,251.38,253.0,248.52,252.95,3166336.0
2017-01-26,254.29,255.74,250.75,252.51,3152123.0
2017-01-25,257.31,258.46,251.8,254.47,5146361.0
2017-01-24,250.0,254.8,249.65,254.61,4965451.0
2017-01-23,245.85,250.8899,245.5,248.92,6262938.0
2017-01-20,245.46,246.0,243.01,244.73,4204275.0
2017-01-19,247.25,248.68,240.75,243.76,7732303.0
2017-01-18,236.65,239.71,235.58,238.36,3768967.0
2017-01-17,236.7,239.96,234.37,235.58,4617522.0
2017-01-13,230.0,237.85,229.59,237.75,6092960.0
2017-01-12,229.06,230.7,225.58,229.59,3790229.0
2017-01-11,229.07,229.98,226.68,229.73,3650825.0
2017-01-10,232.0,232.0,226.89,229.87,3659955.0
2017-01-09,228.97,231.92,228.0,231.28,3979484.0
2017-01-06,226.93,230.31,225.45,229.01,5527893.0
2017-01-05,226.42,227.48,221.95,226.75,5911695.0
2017-01-04,214.75,228.0,214.31,226.99,11213471.0
2017-01-03,214.86,220.33,210.96,216.99,5923254.0
2016-12-30,216.3,217.5,211.68,213.69,4642620.0
2016-12-29,218.56,219.2,214.1225,214.68,4044968.0
2016-12-28,221.53,223.8,217.2,219.74,3782456.0
2016-12-27,214.88,222.25,214.42,219.53,5915732.0
2016-12-23,208.0,213.45,207.71,213.34,4670464.0
2016-12-22,208.22,209.99,206.5,208.45,3111108.0
2016-12-21,208.45,212.23,207.41,207.7,5207622.0
2016-12-20,203.05,209.0,202.5,208.79,4689071.0
2016-12-19,202.49,204.45,199.84,202.73,3488071.0
2016-12-16,198.08,202.59,197.6,202.49,3796889.0
2016-12-15,198.41,200.74,197.39,197.58,3219567.0
2016-12-14,198.74,203.0,196.76,198.69,4150927.0
2016-12-13,193.18,201.28,193.0,198.15,6823884.0
2016-12-12,192.8,194.42,191.04,192.43,2438876.0
2016-12-09,190.87,193.836,190.81,192.18,2722505.0
2016-12-08,192.05,192.5,189.54,192.29,3194148.0
2016-12-07,186.15,193.4,185.0,193.15,5461851.0
2016-12-06,185.52,186.58,182.6825,185.85,3391622.0
2016-12-05,182.51,188.89,182.51,186.8,4072239.0
2016-12-02,182.88,184.88,180.0,181.47,4042324.0
2016-12-01,188.25,188.53,181.0,181.88,5126401.0
2016-11-30,191.0,191.89,187.5,189.4,3547104.0
2016-11-29,195.56,196.73,189.5,189.57,4439256.0
2016-11-28,195.48,199.35,194.55,196.12,4529182.0
2016-11-25,193.64,197.2372,193.64,196.65,2366098.0
2016-11-23,190.61,195.644,189.0,193.14,4891893.0
2016-11-22,185.84,191.47,183.71,191.17,5603361.0
2016-11-21,185.04,188.89,184.41,184.52,4361043.0
2016-11-18,190.65,193.0,185.0,185.02,5210347.0
2016-11-17,183.49,189.49,182.1101,188.66,4887067.0
2016-11-16,182.65,184.73,181.21,183.93,3434437.0
2016-11-15,182.78,186.43,182.05,183.77,3902018.0
2016-11-14,188.0,188.25,178.19,181.45,6552205.0
2016-11-11,184.24,188.88,183.0,188.56,3988504.0
2016-11-10,191.05,191.61,180.42,185.35,6750341.0
2016-11-09,186.875,192.0,183.95,190.06,8173065.0
2016-11-08,193.79,197.49,191.26,194.94,3267580.0
2016-11-07,193.59,194.29,190.05,193.21,3870112.0
2016-11-04,189.0,193.46,185.96,190.56,5146043.0
2016-11-03,189.0,191.47,187.0401,187.42,2653023.0
2016-11-02,190.05,192.6951,187.505,188.02,4253382.0
2016-11-01,198.04,198.5,188.105,190.79,7060036.0
2016-10-31,202.49,202.49,195.81,197.73,4692273.0
2016-10-28,204.0,205.32,199.83,199.97,4280141.0
2016-10-27,211.34,213.7,201.65,204.01,13093744.0
2016-10-26,201.0,203.19,200.1,202.24,5632841.0
2016-10-25,202.9,204.69,201.2,202.34,2445014.0
2016-10-24,201.0,203.9452,200.25,202.76,2751562.0
2016-10-21,198.6,201.57,197.41,200.09,2943402.0
2016-10-20,202.12,203.0,197.05,199.1,5072877.0
2016-10-19,199.74,206.66,198.06,203.56,6991183.0
2016-10-18,195.99,199.47,193.26,199.1,5680475.0
2016-10-17,197.05,198.39,192.0,193.96,4554080.0
2016-10-14,200.66,201.43,196.3,196.51,4269850.0
2016-10-13,200.5,200.895,197.05,200.24,2495413.0
2016-10-12,200.95,203.88,200.42,201.51,1970689.0
2016-10-11,201.85,202.2,198.31,200.1,2328422.0
2016-10-10,201.35,204.14,199.66,200.95,3316297.0
2016-10-07,201.0,201.32,195.8,196.61,3493018.0
2016-10-06,202.46,204.2099,200.21,201.0,4703402.0
2016-10-05,212.24,213.15,208.12,208.46,1877534.0
2016-10-04,213.1,213.32,208.82,211.41,3541481.0
2016-10-03,212.3,215.6688,208.25,213.7,5999892.0
2016-09-30,202.21,204.98,199.55,204.03,2586273.0
2016-09-29,205.6,207.33,200.58,200.7,2727029.0
2016-09-28,207.51,208.25,205.26,206.27,2088374.0
2016-09-27,209.65,209.9818,204.6093,205.81,3373180.0
2016-09-26,206.5,211.0,206.5,208.99,2394358.0
2016-09-23,205.99,210.18,205.67,207.45,2905229.0
2016-09-22,206.4,207.28,203.0,206.43,2382902.0
2016-09-21,206.37,207.0,201.56,205.22,2633503.0
2016-09-20,206.85,207.75,203.91,204.64,2410488.0
2016-09-19,207.0,209.43,205.0,206.34,2299498.0
2016-09-16,200.42,205.7,199.0,205.4,3107808.0
2016-09-15,196.49,202.5193,196.4,200.42,3085115.0
2016-09-14,195.75,197.9248,194.8562,196.41,2259231.0
2016-09-13,197.06,198.49,193.45,196.05,3589379.0
2016-09-12,195.0,201.36900000000003,194.1,198.3,3715161.0
2016-09-09,199.09,199.92,193.7,194.47,3756992.0
2016-09-08,199.55,199.89,196.36,197.36,3377946.0
2016-09-07,205.5,206.4968,200.71,201.71,3640923.0
2016-09-06,199.02,203.25,199.0,202.83,4390572.0
2016-09-02,202.33,203.2,196.2,197.78,5977413.0
2016-09-01,209.01,211.0999,200.5,200.77,7943138.0
2016-08-31,210.43,212.6,208.65,212.01,3276548.0
2016-08-30,216.11,216.11,210.52,211.34,3168862.0
2016-08-29,220.15,220.4,215.0,215.2,3266334.0
2016-08-26,222.14,222.855,218.82,219.99,2238992.0
2016-08-25,223.11,223.8,220.77,220.96,1762519.0
2016-08-24,227.05,227.15,222.22,222.62,2570693.0
2016-08-23,224.32,228.49,222.8,224.84,4784418.0
2016-08-22,224.17,225.11,222.68,222.93,2065493.0
2016-08-19,223.54,225.169,222.53,225.0,1659530.0
2016-08-18,223.82,225.66,222.29,223.51,1714467.0
2016-08-17,224.33,224.83,222.8,223.24,1787127.0
2016-08-16,225.49,227.19,223.4101,223.61,2267147.0
2016-08-15,226.02,229.5,224.93,225.59,2034328.0
2016-08-12,225.41,226.65,224.04,225.61,1813540.0
2016-08-11,226.17,227.57,223.41,224.91,1880936.0
2016-08-10,228.24,229.87,224.62,225.65,2338301.0
2016-08-09,226.82,231.5375,226.65,229.08,2207833.0
2016-08-08,228.0,229.6,226.09,226.16,2263584.0
2016-08-05,230.0,232.0,227.4,230.03,3205215.0
2016-08-04,225.69,230.86,222.05,230.61,4146997.0
2016-08-03,227.37,229.699,224.21,225.79,3887759.0
2016-08-02,229.37,229.87,221.4,227.2,3934432.0
2016-08-01,235.5,236.63,229.38,230.01,4016284.0
2016-07-29,230.7,235.28,230.24,234.79,3070813.0
2016-07-28,227.95,230.76,226.6,230.61,2419059.0
2016-07-27,229.34,233.36,226.92,228.49,2889007.0
2016-07-26,227.69,230.0,225.3,229.51,3430042.0
2016-07-25,222.27,231.39,221.3715,230.01,4490683.0
2016-07-22,221.99,224.5,218.88,222.27,2579692.0
2016-07-21,226.0,227.847,219.1,220.5,4428651.0
2016-07-20,226.47,229.8,225.0,228.36,2568498.0
2016-07-19,225.0,229.1,224.75,225.26,3115065.0
2016-07-18,219.64,227.09,218.3,226.25,3412055.0
2016-07-15,222.52,222.7499,219.64,220.4,2234247.0
2016-07-14,223.12,224.94,221.05,221.53,2675834.0
2016-07-13,225.5,225.59,220.29,222.53,3567062.0
2016-07-12,224.1,227.5,223.22,224.65,4576165.0
2016-07-11,219.96,226.78,219.51,224.78,5429823.0
2016-07-08,217.8,219.81,214.5,216.78,4074785.0
2016-07-07,213.1,218.12,213.01,215.94,3612022.0
2016-07-06,210.0,215.23,209.0,214.44,4919855.0
2016-07-05,209.73,214.5441,208.0,213.98,5175345.0
